Wavenumber,Intensity
4000.0,0.0
3994.7368421052633,80.3125
3989.4736842105262,80.0
3984.2105263157896,79.6875
3978.9473684210525,79.375
3973.684210526316,79.0625
3968.4210526315787,78.4375
3963.157894736842,78.125
3957.8947368421054,78.4375
3952.6315789473683,78.4375
3947.3684210526317,78.125
3942.1052631578946,77.1875
3936.842105263158,76.5625
3931.578947368421,75.9375
3926.315789473684,75.625
3921.0526315789475,75.3125
3915.7894736842104,75.3125
3910.5263157894738,75.3125
3905.2631578947367,75.625
3900.0,75.3125
3894.7368421052633,74.6875
3889.4736842105262,74.375
3884.2105263157896,74.0625
3878.9473684210525,74.0625
3873.684210526316,74.0625
3868.4210526315787,73.4375
3863.157894736842,73.125
3857.8947368421054,72.8125
3852.6315789473683,72.8125
3847.3684210526317,72.8125
3842.1052631578946,72.8125
3836.842105263158,72.8125
3831.578947368421,72.5
3826.315789473684,72.1875
3821.0526315789475,71.875
3815.7894736842104,71.5625
3810.5263157894738,71.5625
3805.2631578947367,71.5625
3800.0,71.5625
3794.7368421052633,71.5625
3789.4736842105262,71.5625
3784.2105263157896,71.25
3778.9473684210525,70.9375
3773.684210526316,70.625
3768.4210526315787,70.3125
3763.157894736842,70.0
3757.8947368421054,70.0
3752.6315789473683,69.6875
3747.3684210526317,69.375
3742.1052631578946,69.375
3736.842105263158,69.0625
3731.578947368421,69.0625
3726.315789473684,68.75
3721.0526315789475,68.4375
3715.7894736842104,68.125
3710.5263157894738,68.125
3705.2631578947367,67.8125
3700.0,67.8125
3694.7368421052633,67.5
3689.4736842105262,67.5
3684.2105263157896,67.1875
3678.9473684210525,66.875
3673.684210526316,66.875
3668.4210526315787,66.5625
3663.157894736842,66.25
3657.8947368421054,66.25
3652.6315789473683,65.625
3647.3684210526317,65.625
3642.1052631578946,65.625
3636.842105263158,65.625
3631.578947368421,65.3125
3626.315789473684,65.3125
3621.0526315789475,65.3125
3615.7894736842104,65.625
3610.5263157894738,65.625
3605.2631578947367,65.3125
3600.0,65.3125
3594.7368421052633,65.0
3589.4736842105262,65.0
3584.2105263157896,65.0
3578.9473684210525,65.0
3573.684210526316,64.6875
3568.4210526315787,64.6875
3563.157894736842,64.6875
3557.894736842105,64.6875
3552.6315789473683,64.375
3547.3684210526317,64.6875
3542.1052631578946,64.6875
3536.842105263158,65.0
3531.578947368421,65.3125
3526.315789473684,65.3125
3521.0526315789475,65.0
3515.7894736842104,64.6875
3510.5263157894738,64.6875
3505.2631578947367,64.6875
3500.0,64.6875
3494.7368421052633,65.0
3489.4736842105262,65.0
3484.2105263157896,65.0
3478.9473684210525,65.0
3473.684210526316,65.0
3468.421052631579,64.6875
3463.157894736842,64.6875
3457.894736842105,64.375
3452.6315789473683,64.0625
3447.3684210526317,63.75
3442.1052631578946,63.75
3436.842105263158,63.4375
3431.578947368421,63.4375
3426.315789473684,63.125
3421.0526315789475,62.8125
3415.7894736842104,62.5
3410.5263157894738,62.1875
3405.2631578947367,62.1875
3400.0,61.875
3394.7368421052633,61.875
3389.4736842105262,61.25
3384.2105263157896,61.25
3378.9473684210525,60.9375
3373.684210526316,60.9375
3368.421052631579,60.3125
3363.157894736842,60.0
3357.894736842105,59.0625
3352.6315789473683,58.4375
3347.3684210526317,57.8125
3342.1052631578946,57.1875
3336.842105263158,56.5625
3331.578947368421,55.9375
3326.315789473684,55.3125
3321.0526315789475,54.375
3315.7894736842104,53.125
3310.5263157894738,52.1875
3305.2631578947367,38.74999999999999
3300.0,37.81250000000001
3294.7368421052633,30.625
3289.4736842105262,20.625
3284.210526315789,10.9375
3278.9473684210525,7.5
3273.684210526316,7.1875
3268.4210526315787,7.8125
3263.157894736842,5.3125
3257.894736842105,4.6875
3252.6315789473683,4.6875
3247.3684210526317,5.3125
3242.1052631578946,7.5
3236.842105263158,10.625
3231.578947368421,13.75
3226.315789473684,16.875
3221.0526315789475,17.5
3215.7894736842104,15.3125
3210.5263157894738,12.5
3205.2631578947367,10.3125
3200.0,10.625
3194.7368421052633,21.25
3189.4736842105262,41.25
3184.210526315789,52.5
3178.9473684210525,58.4375
3173.684210526316,61.875
3168.4210526315787,64.0625
3163.157894736842,65.3125
3157.894736842105,66.5625
3152.6315789473683,67.5
3147.3684210526317,67.8125
3142.1052631578946,68.125
3136.842105263158,68.4375
3131.578947368421,68.125
3126.315789473684,67.8125
3121.0526315789475,67.8125
3115.7894736842104,67.8125
3110.5263157894738,68.125
3105.2631578947367,68.4375
3100.0,68.4375
3094.7368421052633,68.4375
3089.4736842105262,68.4375
3084.210526315789,68.4375
3078.9473684210525,68.4375
3073.684210526316,68.75
3068.4210526315787,69.0625
3063.157894736842,69.375
3057.894736842105,69.6875
3052.6315789473683,69.6875
3047.3684210526317,70.0
3042.1052631578946,70.3125
3036.842105263158,70.625
3031.578947368421,70.9375
3026.315789473684,71.25
3021.0526315789475,71.25
3015.7894736842104,71.5625
3010.5263157894738,71.875
3005.2631578947367,72.1875
3000.0,72.8125
2994.7368421052633,73.125
2989.4736842105262,73.125
2984.210526315789,73.4375
2978.9473684210525,73.4375
2973.684210526316,73.75
2968.421052631579,74.0625
2963.157894736842,74.0625
2957.894736842105,74.375
2952.6315789473683,74.375
2947.3684210526317,74.375
2942.1052631578946,74.6875
2936.842105263158,74.6875
2931.578947368421,74.6875
2926.315789473684,74.6875
2921.0526315789475,74.6875
2915.7894736842104,75.0
2910.5263157894733,75.3125
2905.2631578947367,75.3125
2900.0,75.625
2894.7368421052633,75.625
2889.4736842105262,75.625
2884.210526315789,75.9375
2878.9473684210525,75.9375
2873.684210526316,76.25
2868.421052631579,76.25
2863.157894736842,76.5625
2857.894736842105,76.5625
2852.6315789473683,76.875
2847.3684210526317,77.1875
2842.1052631578946,77.5
2836.842105263158,77.5
2831.578947368421,77.8125
2826.315789473684,77.8125
2821.0526315789475,78.125
2815.7894736842104,78.125
2810.5263157894733,78.125
2805.2631578947367,78.4375
2800.0,78.4375
2794.7368421052633,78.4375
2789.4736842105262,78.4375
2784.210526315789,78.75
2778.9473684210525,78.75
2773.684210526316,79.0625
2768.421052631579,79.0625
2763.157894736842,79.375
2757.894736842105,79.375
2752.6315789473683,79.6875
2747.3684210526317,80.0
2742.1052631578946,80.0
2736.842105263158,80.0
2731.578947368421,80.3125
2726.315789473684,80.3125
