Wavenumber,Intensity
4000.0,0.0
3994.7368421052633,93.4375
3989.4736842105262,93.4375
3984.2105263157896,93.4375
3978.9473684210525,93.4375
3973.684210526316,93.75
3968.4210526315787,93.75
3963.157894736842,93.75
3957.8947368421054,93.75
3952.6315789473683,93.75
3947.3684210526317,93.75
3942.1052631578946,93.75
3936.842105263158,93.4375
3931.578947368421,93.4375
3926.315789473684,93.4375
3921.0526315789475,93.4375
3915.7894736842104,93.4375
3910.5263157894738,93.4375
3905.2631578947367,93.4375
3900.0,93.4375
3894.7368421052633,93.4375
3889.4736842105262,93.4375
3884.2105263157896,93.75
3878.9473684210525,93.75
3873.684210526316,93.75
3868.4210526315787,93.75
3863.157894736842,94.0625
3857.8947368421054,94.0625
3852.6315789473683,94.0625
3847.3684210526317,94.0625
3842.1052631578946,94.375
3836.842105263158,94.375
3831.578947368421,94.375
3826.315789473684,94.0625
3821.0526315789475,94.0625
3815.7894736842104,94.0625
3810.5263157894738,94.375
3805.2631578947367,94.375
3800.0,94.375
3794.7368421052633,94.0625
3789.4736842105262,93.4375
3784.2105263157896,92.5
3778.9473684210525,91.5625
3773.684210526316,91.25
3768.4210526315787,90.9375
3763.157894736842,90.625
3757.8947368421054,90.0
3752.6315789473683,89.375
3747.3684210526317,88.4375
3742.1052631578946,86.875
3736.842105263158,85.0
3731.578947368421,83.125
3726.315789473684,81.25
3721.0526315789475,77.5
3715.7894736842104,74.0625
3710.5263157894738,69.6875
3705.2631578947367,65.3125
3700.0,62.1875
3694.7368421052633,60.625
3689.4736842105262,59.375
3684.2105263157896,57.5
3678.9473684210525,55.3125
3673.684210526316,53.4375
3668.4210526315787,51.875
3663.157894736842,49.375
3657.8947368421054,46.56249999999999
3652.6315789473683,44.06250000000001
3647.3684210526317,42.50000000000001
3642.1052631578946,40.0
3636.842105263158,38.125
3631.578947368421,36.875
3626.315789473684,35.625
3621.0526315789475,34.375
3615.7894736842104,33.75
3610.5263157894738,32.8125
3605.2631578947367,32.5
3600.0,32.1875
3594.7368421052633,32.1875
3589.4736842105262,32.1875
3584.2105263157896,32.1875
3578.9473684210525,32.5
3573.684210526316,32.8125
3568.4210526315787,33.4375
3563.157894736842,34.0625
3557.894736842105,34.6875
3552.6315789473683,35.625
3547.3684210526317,36.875
3542.1052631578946,37.81250000000001
3536.842105263158,39.0625
3531.578947368421,40.93750000000001
3526.315789473684,42.50000000000001
3521.0526315789475,44.6875
3515.7894736842104,45.9375
3510.5263157894738,48.12499999999999
3505.2631578947367,50.3125
3500.0,52.5
3494.7368421052633,54.375
3489.4736842105262,56.5625
3484.2105263157896,58.75
3478.9473684210525,61.25
3473.684210526316,63.125
3468.421052631579,65.0
3463.157894736842,67.1875
3457.894736842105,69.0625
3452.6315789473683,70.625
3447.3684210526317,72.1875
3442.1052631578946,73.75
3436.842105263158,75.625
3431.578947368421,77.1875
3426.315789473684,79.0625
3421.0526315789475,80.3125
3415.7894736842104,81.875
3410.5263157894738,82.5
3405.2631578947367,83.4375
3400.0,84.375
3394.7368421052633,85.3125
3389.4736842105262,85.9375
3384.2105263157896,86.5625
3378.9473684210525,85.625
3373.684210526316,83.125
3368.421052631579,75.3125
3363.157894736842,68.75
3357.894736842105,62.1875
3352.6315789473683,62.5
3347.3684210526317,73.75
3342.1052631578946,82.1875
3336.842105263158,85.0
3331.578947368421,85.9375
3326.315789473684,86.25
3321.0526315789475,84.0625
3315.7894736842104,82.5
3310.5263157894738,80.0
3305.2631578947367,73.75
3300.0,61.25
3294.7368421052633,48.75000000000001
3289.4736842105262,38.74999999999999
3284.210526315789,24.6875
3278.9473684210525,15.9375
3273.684210526316,9.375
3268.4210526315787,9.375
3263.157894736842,10.0
3257.894736842105,5.3125
3252.6315789473683,4.6875
3247.3684210526317,4.6875
3242.1052631578946,7.5
3236.842105263158,13.4375
3231.578947368421,19.0625
3226.315789473684,20.0
3221.0526315789475,19.375
3215.7894736842104,15.0
3210.5263157894738,15.625
3205.2631578947367,20.0
3200.0,22.1875
3194.7368421052633,25.0
3189.4736842105262,45.9375
3184.210526315789,61.25
3178.9473684210525,70.625
3173.684210526316,75.9375
3168.4210526315787,78.4375
3163.157894736842,80.0
3157.894736842105,82.8125
3152.6315789473683,85.3125
3147.3684210526317,85.9375
3142.1052631578946,86.5625
3136.842105263158,87.5
3131.578947368421,87.5
3126.315789473684,86.875
3121.0526315789475,85.625
3115.7894736842104,84.6875
3110.5263157894738,84.6875
3105.2631578947367,87.1875
3100.0,88.4375
3094.7368421052633,89.0625
3089.4736842105262,89.0625
3084.210526315789,88.75
3078.9473684210525,88.4375
3073.684210526316,88.4375
3068.4210526315787,88.4375
3063.157894736842,88.4375
3057.894736842105,88.75
3052.6315789473683,89.0625
3047.3684210526317,89.375
3042.1052631578946,89.6875
3036.842105263158,89.6875
3031.578947368421,90.3125
3026.315789473684,90.9375
3021.0526315789475,91.25
3015.7894736842104,91.5625
3010.5263157894738,91.875
3005.2631578947367,92.5
3000.0,92.8125
2994.7368421052633,93.125
2989.4736842105262,93.125
2984.210526315789,93.125
2978.9473684210525,93.125
2973.684210526316,93.125
2968.421052631579,93.125
2963.157894736842,93.4375
2957.894736842105,93.75
2952.6315789473683,93.75
2947.3684210526317,93.75
2942.1052631578946,93.75
2936.842105263158,93.75
2931.578947368421,93.75
2926.315789473684,93.75
2921.0526315789475,93.75
2915.7894736842104,93.75
2910.5263157894733,93.75
2905.2631578947367,93.75
2900.0,94.0625
2894.7368421052633,94.0625
2889.4736842105262,94.0625
2884.210526315789,94.0625
2878.9473684210525,93.75
2873.684210526316,93.75
2868.421052631579,93.75
2863.157894736842,93.75
2857.894736842105,93.75
2852.6315789473683,93.75
2847.3684210526317,94.0625
2842.1052631578946,94.0625
2836.842105263158,94.0625
2831.578947368421,94.0625
2826.315789473684,94.0625
2821.0526315789475,94.0625
2815.7894736842104,94.375
2810.5263157894733,94.6875
2805.2631578947367,94.6875
2800.0,94.6875
2794.7368421052633,94.6875
2789.4736842105262,94.6875
2784.210526315789,94.6875
2778.9473684210525,94.6875
2773.684210526316,94.375
2768.421052631579,94.375
2763.157894736842,94.375
2757.894736842105,94.375
2752.6315789473683,94.375
2747.3684210526317,94.375
2742.1052631578946,94.6875
2736.842105263158,94.6875
2731.578947368421,94.6875
2726.315789473684,94.6875
2721.0526315789475,94.6875
2715.7894736842104,94.375
2710.5263157894733,94.375
2705.2631578947367,94.375
2700.0,94.375
2694.7368421052633,94.375
2689.4736842105262,94.375
2684.210526315789,94.375
2678.9473684210525,94.6875
2673.684210526316,94.375
2668.421052631579,94.375
2663.157894736842,94.375
2657.894736842105,94.375
2652.6315789473683,94.375
