Wavenumber,Intensity
4000.0,0.0
3994.7368421052633,94.375
3989.4736842105262,94.375
3984.2105263157896,94.375
3978.9473684210525,94.375
3973.684210526316,94.375
3968.4210526315787,94.375
3963.157894736842,94.375
3957.8947368421054,94.375
3952.6315789473683,94.375
3947.3684210526317,94.375
3942.1052631578946,94.375
3936.842105263158,94.375
3931.578947368421,94.375
3926.315789473684,94.375
3921.0526315789475,94.6875
3915.7894736842104,94.6875
3910.5263157894738,94.6875
3905.2631578947367,94.6875
3900.0,94.6875
3894.7368421052633,94.6875
3889.4736842105262,94.6875
3884.2105263157896,94.6875
3878.9473684210525,94.6875
3873.684210526316,94.6875
3868.4210526315787,94.6875
3863.157894736842,94.6875
3857.8947368421054,94.6875
3852.6315789473683,94.6875
3847.3684210526317,94.6875
3842.1052631578946,94.6875
3836.842105263158,94.6875
3831.578947368421,94.6875
3826.315789473684,95.0
3821.0526315789475,95.0
3815.7894736842104,95.0
3810.5263157894738,94.6875
3805.2631578947367,94.6875
3800.0,94.6875
3794.7368421052633,94.6875
3789.4736842105262,94.375
3784.2105263157896,94.375
3778.9473684210525,94.375
3773.684210526316,94.375
3768.4210526315787,94.0625
3763.157894736842,93.75
3757.8947368421054,93.4375
3752.6315789473683,92.8125
3747.3684210526317,92.5
3742.1052631578946,92.1875
3736.842105263158,91.5625
3731.578947368421,90.9375
3726.315789473684,90.625
3721.0526315789475,90.0
3715.7894736842104,89.375
3710.5263157894738,88.4375
3705.2631578947367,87.8125
3700.0,86.875
3694.7368421052633,86.25
3689.4736842105262,85.3125
3684.2105263157896,84.375
3678.9473684210525,83.4375
3673.684210526316,82.5
3668.4210526315787,81.875
3663.157894736842,80.9375
3657.8947368421054,80.3125
3652.6315789473683,79.375
3647.3684210526317,78.75
3642.1052631578946,78.125
3636.842105263158,77.5
3631.578947368421,76.875
3626.315789473684,76.25
3621.0526315789475,75.9375
3615.7894736842104,75.625
3610.5263157894738,75.3125
3605.2631578947367,75.0
3600.0,75.0
3594.7368421052633,75.0
3589.4736842105262,75.0
3584.2105263157896,75.0
3578.9473684210525,75.0
3573.684210526316,75.0
3568.4210526315787,75.3125
3563.157894736842,75.625
3557.894736842105,75.9375
3552.6315789473683,76.25
3547.3684210526317,76.5625
3542.1052631578946,77.1875
3536.842105263158,77.5
3531.578947368421,78.125
3526.315789473684,78.75
3521.0526315789475,79.0625
3515.7894736842104,79.375
3510.5263157894738,79.375
3505.2631578947367,79.6875
3500.0,79.6875
3494.7368421052633,79.6875
3489.4736842105262,79.6875
3484.2105263157896,79.375
3478.9473684210525,79.0625
3473.684210526316,78.75
3468.421052631579,78.4375
3463.157894736842,77.8125
3457.894736842105,77.1875
3452.6315789473683,76.25
3447.3684210526317,75.3125
3442.1052631578946,74.0625
3436.842105263158,73.125
3431.578947368421,71.5625
3426.315789473684,70.3125
3421.0526315789475,69.375
3415.7894736842104,68.125
3410.5263157894738,66.5625
3405.2631578947367,64.6875
3400.0,62.8125
3394.7368421052633,60.9375
3389.4736842105262,58.125
3384.2105263157896,54.6875
3378.9473684210525,50.9375
3373.684210526316,47.18750000000001
3368.421052631579,42.50000000000001
3363.157894736842,37.5
3357.894736842105,32.8125
3352.6315789473683,29.6875
3347.3684210526317,28.4375
3342.1052631578946,28.4375
3336.842105263158,29.375
3331.578947368421,31.875
3326.315789473684,34.6875
3321.0526315789475,37.81250000000001
3315.7894736842104,38.74999999999999
3310.5263157894738,37.5
3305.2631578947367,38.4375
3300.0,37.18749999999999
3294.7368421052633,28.4375
3289.4736842105262,31.5625
3284.210526315789,40.0
3278.9473684210525,42.50000000000001
3273.684210526316,41.5625
3268.4210526315787,43.43749999999999
3263.157894736842,47.18750000000001
3257.894736842105,49.68749999999999
3252.6315789473683,51.25
3247.3684210526317,53.125
3242.1052631578946,54.375
3236.842105263158,54.6875
3231.578947368421,55.9375
3226.315789473684,56.5625
3221.0526315789475,56.5625
3215.7894736842104,57.1875
3210.5263157894738,58.75
3205.2631578947367,59.375
3200.0,60.0
3194.7368421052633,59.6875
3189.4736842105262,59.375
3184.210526315789,57.8125
3178.9473684210525,55.9375
3173.684210526316,55.0
3168.4210526315787,54.6875
3163.157894736842,53.75
3157.894736842105,52.8125
3152.6315789473683,52.8125
3147.3684210526317,52.8125
3142.1052631578946,54.0625
3136.842105263158,55.625
3131.578947368421,56.875
3126.315789473684,57.8125
3121.0526315789475,58.4375
3115.7894736842104,58.4375
3110.5263157894738,58.75
3105.2631578947367,58.4375
3100.0,57.8125
3094.7368421052633,57.1875
3089.4736842105262,56.25
3084.210526315789,55.625
3078.9473684210525,55.0
3073.684210526316,55.0
3068.4210526315787,54.6875
3063.157894736842,54.6875
3057.894736842105,54.375
3052.6315789473683,54.375
3047.3684210526317,54.375
3042.1052631578946,54.375
3036.842105263158,54.375
3031.578947368421,54.375
3026.315789473684,54.375
3021.0526315789475,54.375
3015.7894736842104,54.375
